descripcion_conducta;armas_medios;barrios_hecho;fecha_hecho;hora_hecho;edad;sexo;movil_victima;movil_agresor;clase_sitio;articulo;delito_solo;curso_vida;curso_vida_orden;mes_num;dia_num;rango_horario;rango_horario_orden;dia_nombre;dia_nombre_orden;localidad;num_com;nom_com;cantidad_unica;año_num;tipología
ARTÍCULO 239. HURTO PERSONAS;ARMA BLANCA / CORTOPUNZANTE;DIAMANTE II;8/10/2018;20:40:00;33;MASCULINO;A PIE;A PIE;VIAS PUBLICAS;ARTÍCULO 239;HURTO PERSONAS;30-34;6;10;8;20:00-20:59;20;lunes;1;10. PROVENZA;10;PROVENZA;1;2018;DELITOS CONTRA EL PATRIMONIO ECONOMICO
ARTÍCULO 239. HURTO PERSONAS;ARMA BLANCA / CORTOPUNZANTE;DIAMANTE II;8/10/2018;20:40:00;33;MASCULINO;A PIE;A PIE;VIAS PUBLICAS;ARTÍCULO 239;HURTO PERSONAS;30-34;6;10;8;20:00-20:59;20;lunes;1;10. PROVENZA;10;PROVENZA;1;2018;DELITOS CONTRA EL PATRIMONIO ECONOMICO
ARTÍCULO 239. HURTO PERSONAS;ARMA BLANCA / CORTOPUNZANTE;DIAMANTE II;8/10/2018;20:40:00;33;MASCULINO;A PIE;A PIE;VIAS PUBLICAS;ARTÍCULO 239;HURTO PERSONAS;30-34;6;10;8;20:00-20:59;20;lunes;1;10. PROVENZA;10;PROVENZA;1;2018;DELITOS CONTRA EL PATRIMONIO ECONOMICO
ARTÍCULO 239. HURTO PERSONAS;ARMA BLANCA / CORTOPUNZANTE;DIAMANTE II;8/10/2018;20:40:00;33;MASCULINO;A PIE;A PIE;VIAS PUBLICAS;ARTÍCULO 239;HURTO PERSONAS;30-34;6;10;8;20:00-20:59;20;lunes;1;10. PROVENZA;10;PROVENZA;1;2018;DELITOS CONTRA EL PATRIMONIO ECONOMICO
ARTÍCULO 239. HURTO PERSONAS;ARMA BLANCA / CORTOPUNZANTE;DIAMANTE II;8/10/2018;20:40:00;33;MASCULINO;A PIE;A PIE;VIAS PUBLICAS;ARTÍCULO 239;HURTO PERSONAS;30-34;6;10;8;20:00-20:59;20;lunes;1;10. PROVENZA;10;PROVENZA;1;2018;DELITOS CONTRA EL PATRIMONIO ECONOMICO
ARTÍCULO 239. HURTO PERSONAS;ARMA BLANCA / CORTOPUNZANTE;DIAMANTE II;8/10/2018;20:40:00;33;MASCULINO;A PIE;A PIE;VIAS PUBLICAS;ARTÍCULO 239;HURTO PERSONAS;30-34;6;10;8;20:00-20:59;20;lunes;1;10. PROVENZA;10;PROVENZA;1;2018;DELITOS CONTRA EL PATRIMONIO ECONOMICO
ARTÍCULO 239. HURTO PERSONAS;ARMA BLANCA / CORTOPUNZANTE;DIAMANTE II;8/10/2018;20:40:00;33;MASCULINO;A PIE;A PIE;VIAS PUBLICAS;ARTÍCULO 239;HURTO PERSONAS;30-34;6;10;8;20:00-20:59;20;lunes;1;10. PROVENZA;10;PROVENZA;1;2018;DELITOS CONTRA EL PATRIMONIO ECONOMICO
ARTÍCULO 239. HURTO PERSONAS;ARMA BLANCA / CORTOPUNZANTE;DIAMANTE II;8/10/2018;20:40:00;33;MASCULINO;A PIE;A PIE;VIAS PUBLICAS;ARTÍCULO 239;HURTO PERSONAS;30-34;6;10;8;20:00-20:59;20;lunes;1;10. PROVENZA;10;PROVENZA;1;2018;DELITOS CONTRA EL PATRIMONIO ECONOMICO
ARTÍCULO 239. HURTO PERSONAS;ARMA BLANCA / CORTOPUNZANTE;DIAMANTE II;8/10/2018;20:40:00;33;MASCULINO;A PIE;A PIE;VIAS PUBLICAS;ARTÍCULO 239;HURTO PERSONAS;30-34;6;10;8;20:00-20:59;20;lunes;1;10. PROVENZA;10;PROVENZA;1;2018;DELITOS CONTRA EL PATRIMONIO ECONOMICO
ARTÍCULO 239. HURTO PERSONAS;ARMA BLANCA / CORTOPUNZANTE;DIAMANTE II;8/10/2018;20:40:00;33;MASCULINO;A PIE;A PIE;VIAS PUBLICAS;ARTÍCULO 239;HURTO PERSONAS;30-34;6;10;8;20:00-20:59;20;lunes;1;10. PROVENZA;10;PROVENZA;1;2018;DELITOS CONTRA EL PATRIMONIO ECONOMICO
ARTÍCULO 239. HURTO PERSONAS;ARMA BLANCA / CORTOPUNZANTE;DIAMANTE II;8/10/2018;20:40:00;33;MASCULINO;A PIE;A PIE;VIAS PUBLICAS;ARTÍCULO 239;HURTO PERSONAS;30-34;6;10;8;20:00-20:59;20;lunes;1;10. PROVENZA;10;PROVENZA;1;2018;DELITOS CONTRA EL PATRIMONIO ECONOMICO
ARTÍCULO 239. HURTO PERSONAS;ARMA BLANCA / CORTOPUNZANTE;MARÍA PAZ;10/10/2018;12:15:00;17;MASCULINO;A PIE;A PIE;VIAS PUBLICAS;ARTÍCULO 239;HURTO PERSONAS;15-19;3;10;10;12:00-12:59;12;miércoles;3;01. NORTE;1;NORTE;1;2018;DELITOS CONTRA EL PATRIMONIO ECONOMICO
ARTÍCULO 239. HURTO PERSONAS;ARMA BLANCA / CORTOPUNZANTE;MARÍA PAZ;10/10/2018;12:15:00;17;MASCULINO;A PIE;A PIE;VIAS PUBLICAS;ARTÍCULO 239;HURTO PERSONAS;15-19;3;10;10;12:00-12:59;12;miércoles;3;01. NORTE;1;NORTE;1;2018;DELITOS CONTRA EL PATRIMONIO ECONOMICO
ARTÍCULO 239. HURTO PERSONAS;ARMA BLANCA / CORTOPUNZANTE;MARÍA PAZ;10/10/2018;12:15:00;17;MASCULINO;A PIE;A PIE;VIAS PUBLICAS;ARTÍCULO 239;HURTO PERSONAS;15-19;3;10;10;12:00-12:59;12;miércoles;3;01. NORTE;1;NORTE;1;2018;DELITOS CONTRA EL PATRIMONIO ECONOMICO
ARTÍCULO 239. HURTO PERSONAS;ARMA BLANCA / CORTOPUNZANTE;MARÍA PAZ;10/10/2018;12:15:00;17;MASCULINO;A PIE;A PIE;VIAS PUBLICAS;ARTÍCULO 239;HURTO PERSONAS;15-19;3;10;10;12:00-12:59;12;miércoles;3;01. NORTE;1;NORTE;1;2018;DELITOS CONTRA EL PATRIMONIO ECONOMICO
ARTÍCULO 239. HURTO PERSONAS;ARMA BLANCA / CORTOPUNZANTE;MARÍA PAZ;10/10/2018;12:15:00;17;MASCULINO;A PIE;A PIE;VIAS PUBLICAS;ARTÍCULO 239;HURTO PERSONAS;15-19;3;10;10;12:00-12:59;12;miércoles;3;01. NORTE;1;NORTE;1;2018;DELITOS CONTRA EL PATRIMONIO ECONOMICO
ARTÍCULO 239. HURTO PERSONAS;ARMA BLANCA / CORTOPUNZANTE;MARÍA PAZ;10/10/2018;12:15:00;17;MASCULINO;A PIE;A PIE;VIAS PUBLICAS;ARTÍCULO 239;HURTO PERSONAS;15-19;3;10;10;12:00-12:59;12;miércoles;3;01. NORTE;1;NORTE;1;2018;DELITOS CONTRA EL PATRIMONIO ECONOMICO
ARTÍCULO 239. HURTO PERSONAS;ARMA BLANCA / CORTOPUNZANTE;MARÍA PAZ;10/10/2018;12:15:00;17;MASCULINO;A PIE;A PIE;VIAS PUBLICAS;ARTÍCULO 239;HURTO PERSONAS;15-19;3;10;10;12:00-12:59;12;miércoles;3;01. NORTE;1;NORTE;1;2018;DELITOS CONTRA EL PATRIMONIO ECONOMICO
ARTÍCULO 239. HURTO PERSONAS;ARMA BLANCA / CORTOPUNZANTE;MARÍA PAZ;10/10/2018;12:15:00;17;MASCULINO;A PIE;A PIE;VIAS PUBLICAS;ARTÍCULO 239;HURTO PERSONAS;15-19;3;10;10;12:00-12:59;12;miércoles;3;01. NORTE;1;NORTE;1;2018;DELITOS CONTRA EL PATRIMONIO ECONOMICO
ARTÍCULO 239. HURTO PERSONAS;ARMA BLANCA / CORTOPUNZANTE;MARÍA PAZ;10/10/2018;12:15:00;17;MASCULINO;A PIE;A PIE;VIAS PUBLICAS;ARTÍCULO 239;HURTO PERSONAS;15-19;3;10;10;12:00-12:59;12;miércoles;3;01. NORTE;1;NORTE;1;2018;DELITOS CONTRA EL PATRIMONIO ECONOMICO
ARTÍCULO 239. HURTO PERSONAS;ARMA BLANCA / CORTOPUNZANTE;MARÍA PAZ;10/10/2018;12:15:00;17;MASCULINO;A PIE;A PIE;VIAS PUBLICAS;ARTÍCULO 239;HURTO PERSONAS;15-19;3;10;10;12:00-12:59;12;miércoles;3;01. NORTE;1;NORTE;1;2018;DELITOS CONTRA EL PATRIMONIO ECONOMICO
ARTÍCULO 239. HURTO PERSONAS;ARMA BLANCA / CORTOPUNZANTE;MARÍA PAZ;10/10/2018;12:15:00;17;MASCULINO;A PIE;A PIE;VIAS PUBLICAS;ARTÍCULO 239;HURTO PERSONAS;15-19;3;10;10;12:00-12:59;12;miércoles;3;01. NORTE;1;NORTE;1;2018;DELITOS CONTRA EL PATRIMONIO ECONOMICO
ARTÍCULO 239. HURTO PERSONAS;ARMA BLANCA / CORTOPUNZANTE;DIAMANTE II;13/10/2018;21:45:00;25;MASCULINO;A PIE;A PIE;VIAS PUBLICAS;ARTÍCULO 239;HURTO PERSONAS;25-29;5;10;13;21:00-21:59;21;sábado;6;10. PROVENZA;10;PROVENZA;1;2018;DELITOS CONTRA EL PATRIMONIO ECONOMICO
ARTÍCULO 239. HURTO PERSONAS;ARMA BLANCA / CORTOPUNZANTE;DIAMANTE II;13/10/2018;21:45:00;25;MASCULINO;A PIE;A PIE;VIAS PUBLICAS;ARTÍCULO 239;HURTO PERSONAS;25-29;5;10;13;21:00-21:59;21;sábado;6;10. PROVENZA;10;PROVENZA;1;2018;DELITOS CONTRA EL PATRIMONIO ECONOMICO
ARTÍCULO 239. HURTO PERSONAS;ARMA BLANCA / CORTOPUNZANTE;DIAMANTE II;13/10/2018;21:45:00;25;MASCULINO;A PIE;A PIE;VIAS PUBLICAS;ARTÍCULO 239;HURTO PERSONAS;25-29;5;10;13;21:00-21:59;21;sábado;6;10. PROVENZA;10;PROVENZA;1;2018;DELITOS CONTRA EL PATRIMONIO ECONOMICO
ARTÍCULO 239. HURTO PERSONAS;ARMA BLANCA / CORTOPUNZANTE;DIAMANTE II;13/10/2018;21:45:00;25;MASCULINO;A PIE;A PIE;VIAS PUBLICAS;ARTÍCULO 239;HURTO PERSONAS;25-29;5;10;13;21:00-21:59;21;sábado;6;10. PROVENZA;10;PROVENZA;1;2018;DELITOS CONTRA EL PATRIMONIO ECONOMICO
ARTÍCULO 239. HURTO PERSONAS;ARMA BLANCA / CORTOPUNZANTE;DIAMANTE II;13/10/2018;21:45:00;25;MASCULINO;A PIE;A PIE;VIAS PUBLICAS;ARTÍCULO 239;HURTO PERSONAS;25-29;5;10;13;21:00-21:59;21;sábado;6;10. PROVENZA;10;PROVENZA;1;2018;DELITOS CONTRA EL PATRIMONIO ECONOMICO
ARTÍCULO 239. HURTO PERSONAS;ARMA BLANCA / CORTOPUNZANTE;DIAMANTE II;13/10/2018;21:45:00;25;MASCULINO;A PIE;A PIE;VIAS PUBLICAS;ARTÍCULO 239;HURTO PERSONAS;25-29;5;10;13;21:00-21:59;21;sábado;6;10. PROVENZA;10;PROVENZA;1;2018;DELITOS CONTRA EL PATRIMONIO ECONOMICO
ARTÍCULO 239. HURTO PERSONAS;ARMA BLANCA / CORTOPUNZANTE;DIAMANTE II;13/10/2018;21:45:00;25;MASCULINO;A PIE;A PIE;VIAS PUBLICAS;ARTÍCULO 239;HURTO PERSONAS;25-29;5;10;13;21:00-21:59;21;sábado;6;10. PROVENZA;10;PROVENZA;1;2018;DELITOS CONTRA EL PATRIMONIO ECONOMICO
ARTÍCULO 239. HURTO PERSONAS;ARMA BLANCA / CORTOPUNZANTE;DIAMANTE II;13/10/2018;21:45:00;25;MASCULINO;A PIE;A PIE;VIAS PUBLICAS;ARTÍCULO 239;HURTO PERSONAS;25-29;5;10;13;21:00-21:59;21;sábado;6;10. PROVENZA;10;PROVENZA;1;2018;DELITOS CONTRA EL PATRIMONIO ECONOMICO
ARTÍCULO 239. HURTO PERSONAS;ARMA BLANCA / CORTOPUNZANTE;DIAMANTE II;13/10/2018;21:45:00;25;MASCULINO;A PIE;A PIE;VIAS PUBLICAS;ARTÍCULO 239;HURTO PERSONAS;25-29;5;10;13;21:00-21:59;21;sábado;6;10. PROVENZA;10;PROVENZA;1;2018;DELITOS CONTRA EL PATRIMONIO ECONOMICO
ARTÍCULO 239. HURTO PERSONAS;ARMA BLANCA / CORTOPUNZANTE;DIAMANTE II;13/10/2018;21:45:00;25;MASCULINO;A PIE;A PIE;VIAS PUBLICAS;ARTÍCULO 239;HURTO PERSONAS;25-29;5;10;13;21:00-21:59;21;sábado;6;10. PROVENZA;10;PROVENZA;1;2018;DELITOS CONTRA EL PATRIMONIO ECONOMICO
ARTÍCULO 239. HURTO PERSONAS;ARMA BLANCA / CORTOPUNZANTE;DIAMANTE II;13/10/2018;21:45:00;25;MASCULINO;A PIE;A PIE;VIAS PUBLICAS;ARTÍCULO 239;HURTO PERSONAS;25-29;5;10;13;21:00-21:59;21;sábado;6;10. PROVENZA;10;PROVENZA;1;2018;DELITOS CONTRA EL PATRIMONIO ECONOMICO
ARTÍCULO 239. HURTO PERSONAS;ARMA BLANCA / CORTOPUNZANTE;GIRARDOT;19/10/2018;6:40:00;29;MASCULINO;A PIE;A PIE;VIAS PUBLICAS;ARTÍCULO 239;HURTO PERSONAS;25-29;5;10;19;6:00-6:59;6;viernes;5;04. OCCIDENTAL;4;OCCIDENTAL;1;2018;DELITOS CONTRA EL PATRIMONIO ECONOMICO
ARTÍCULO 239. HURTO PERSONAS;ARMA BLANCA / CORTOPUNZANTE;GIRARDOT;19/10/2018;6:40:00;29;MASCULINO;A PIE;A PIE;VIAS PUBLICAS;ARTÍCULO 239;HURTO PERSONAS;25-29;5;10;19;6:00-6:59;6;viernes;5;04. OCCIDENTAL;4;OCCIDENTAL;1;2018;DELITOS CONTRA EL PATRIMONIO ECONOMICO
ARTÍCULO 239. HURTO PERSONAS;ARMA BLANCA / CORTOPUNZANTE;GIRARDOT;19/10/2018;6:40:00;29;MASCULINO;A PIE;A PIE;VIAS PUBLICAS;ARTÍCULO 239;HURTO PERSONAS;25-29;5;10;19;6:00-6:59;6;viernes;5;04. OCCIDENTAL;4;OCCIDENTAL;1;2018;DELITOS CONTRA EL PATRIMONIO ECONOMICO
ARTÍCULO 239. HURTO PERSONAS;ARMA BLANCA / CORTOPUNZANTE;GIRARDOT;19/10/2018;6:40:00;29;MASCULINO;A PIE;A PIE;VIAS PUBLICAS;ARTÍCULO 239;HURTO PERSONAS;25-29;5;10;19;6:00-6:59;6;viernes;5;04. OCCIDENTAL;4;OCCIDENTAL;1;2018;DELITOS CONTRA EL PATRIMONIO ECONOMICO
ARTÍCULO 239. HURTO PERSONAS;ARMA BLANCA / CORTOPUNZANTE;GIRARDOT;19/10/2018;6:40:00;29;MASCULINO;A PIE;A PIE;VIAS PUBLICAS;ARTÍCULO 239;HURTO PERSONAS;25-29;5;10;19;6:00-6:59;6;viernes;5;04. OCCIDENTAL;4;OCCIDENTAL;1;2018;DELITOS CONTRA EL PATRIMONIO ECONOMICO
ARTÍCULO 239. HURTO PERSONAS;ARMA BLANCA / CORTOPUNZANTE;GIRARDOT;19/10/2018;6:40:00;29;MASCULINO;A PIE;A PIE;VIAS PUBLICAS;ARTÍCULO 239;HURTO PERSONAS;25-29;5;10;19;6:00-6:59;6;viernes;5;04. OCCIDENTAL;4;OCCIDENTAL;1;2018;DELITOS CONTRA EL PATRIMONIO ECONOMICO
ARTÍCULO 239. HURTO PERSONAS;ARMA BLANCA / CORTOPUNZANTE;GIRARDOT;19/10/2018;6:40:00;29;MASCULINO;A PIE;A PIE;VIAS PUBLICAS;ARTÍCULO 239;HURTO PERSONAS;25-29;5;10;19;6:00-6:59;6;viernes;5;04. OCCIDENTAL;4;OCCIDENTAL;1;2018;DELITOS CONTRA EL PATRIMONIO ECONOMICO
ARTÍCULO 239. HURTO PERSONAS;ARMA BLANCA / CORTOPUNZANTE;GIRARDOT;19/10/2018;6:40:00;29;MASCULINO;A PIE;A PIE;VIAS PUBLICAS;ARTÍCULO 239;HURTO PERSONAS;25-29;5;10;19;6:00-6:59;6;viernes;5;04. OCCIDENTAL;4;OCCIDENTAL;1;2018;DELITOS CONTRA EL PATRIMONIO ECONOMICO
ARTÍCULO 239. HURTO PERSONAS;ARMA BLANCA / CORTOPUNZANTE;GIRARDOT;19/10/2018;6:40:00;29;MASCULINO;A PIE;A PIE;VIAS PUBLICAS;ARTÍCULO 239;HURTO PERSONAS;25-29;5;10;19;6:00-6:59;6;viernes;5;04. OCCIDENTAL;4;OCCIDENTAL;1;2018;DELITOS CONTRA EL PATRIMONIO ECONOMICO
ARTÍCULO 239. HURTO PERSONAS;ARMA BLANCA / CORTOPUNZANTE;GIRARDOT;19/10/2018;6:40:00;29;MASCULINO;A PIE;A PIE;VIAS PUBLICAS;ARTÍCULO 239;HURTO PERSONAS;25-29;5;10;19;6:00-6:59;6;viernes;5;04. OCCIDENTAL;4;OCCIDENTAL;1;2018;DELITOS CONTRA EL PATRIMONIO ECONOMICO
ARTÍCULO 239. HURTO PERSONAS;ARMA BLANCA / CORTOPUNZANTE;GIRARDOT;19/10/2018;6:40:00;29;MASCULINO;A PIE;A PIE;VIAS PUBLICAS;ARTÍCULO 239;HURTO PERSONAS;25-29;5;10;19;6:00-6:59;6;viernes;5;04. OCCIDENTAL;4;OCCIDENTAL;1;2018;DELITOS CONTRA EL PATRIMONIO ECONOMICO
ARTÍCULO 239. HURTO PERSONAS;ARMA BLANCA / CORTOPUNZANTE;BALCONES DEL KENNEDY;22/10/2018;21:00:00;22;MASCULINO;A PIE;A PIE;VIAS PUBLICAS;ARTÍCULO 239;HURTO PERSONAS;20-24;4;10;22;21:00-21:59;21;lunes;1;01. NORTE;1;NORTE;1;2018;DELITOS CONTRA EL PATRIMONIO ECONOMICO
ARTÍCULO 239. HURTO PERSONAS;ARMA BLANCA / CORTOPUNZANTE;CABECERA DEL LLANO;22/10/2018;13:30:00;34;MASCULINO;A PIE;A PIE;VIAS PUBLICAS;ARTÍCULO 239;HURTO PERSONAS;30-34;6;10;22;13:00-13:59;13;lunes;1;12. CABECERA DEL LLANO;12;CABECERA DEL LLANO;1;2018;DELITOS CONTRA EL PATRIMONIO ECONOMICO
ARTÍCULO 239. HURTO PERSONAS;ARMA BLANCA / CORTOPUNZANTE;BALCONES DEL KENNEDY;22/10/2018;21:00:00;22;MASCULINO;A PIE;A PIE;VIAS PUBLICAS;ARTÍCULO 239;HURTO PERSONAS;20-24;4;10;22;21:00-21:59;21;lunes;1;01. NORTE;1;NORTE;1;2018;DELITOS CONTRA EL PATRIMONIO ECONOMICO
ARTÍCULO 239. HURTO PERSONAS;ARMA BLANCA / CORTOPUNZANTE;CABECERA DEL LLANO;22/10/2018;13:30:00;34;MASCULINO;A PIE;A PIE;VIAS PUBLICAS;ARTÍCULO 239;HURTO PERSONAS;30-34;6;10;22;13:00-13:59;13;lunes;1;12. CABECERA DEL LLANO;12;CABECERA DEL LLANO;1;2018;DELITOS CONTRA EL PATRIMONIO ECONOMICO
ARTÍCULO 239. HURTO PERSONAS;ARMA BLANCA / CORTOPUNZANTE;CABECERA DEL LLANO;22/10/2018;13:30:00;34;MASCULINO;A PIE;A PIE;VIAS PUBLICAS;ARTÍCULO 239;HURTO PERSONAS;30-34;6;10;22;13:00-13:59;13;lunes;1;12. CABECERA DEL LLANO;12;CABECERA DEL LLANO;1;2018;DELITOS CONTRA EL PATRIMONIO ECONOMICO
ARTÍCULO 239. HURTO PERSONAS;ARMA BLANCA / CORTOPUNZANTE;BALCONES DEL KENNEDY;22/10/2018;21:00:00;22;MASCULINO;A PIE;A PIE;VIAS PUBLICAS;ARTÍCULO 239;HURTO PERSONAS;20-24;4;10;22;21:00-21:59;21;lunes;1;01. NORTE;1;NORTE;1;2018;DELITOS CONTRA EL PATRIMONIO ECONOMICO
ARTÍCULO 239. HURTO PERSONAS;ARMA BLANCA / CORTOPUNZANTE;CABECERA DEL LLANO;22/10/2018;13:30:00;34;MASCULINO;A PIE;A PIE;VIAS PUBLICAS;ARTÍCULO 239;HURTO PERSONAS;30-34;6;10;22;13:00-13:59;13;lunes;1;12. CABECERA DEL LLANO;12;CABECERA DEL LLANO;1;2018;DELITOS CONTRA EL PATRIMONIO ECONOMICO
ARTÍCULO 239. HURTO PERSONAS;ARMA BLANCA / CORTOPUNZANTE;BALCONES DEL KENNEDY;22/10/2018;21:00:00;22;MASCULINO;A PIE;A PIE;VIAS PUBLICAS;ARTÍCULO 239;HURTO PERSONAS;20-24;4;10;22;21:00-21:59;21;lunes;1;01. NORTE;1;NORTE;1;2018;DELITOS CONTRA EL PATRIMONIO ECONOMICO
ARTÍCULO 239. HURTO PERSONAS;ARMA BLANCA / CORTOPUNZANTE;CABECERA DEL LLANO;22/10/2018;13:30:00;34;MASCULINO;A PIE;A PIE;VIAS PUBLICAS;ARTÍCULO 239;HURTO PERSONAS;30-34;6;10;22;13:00-13:59;13;lunes;1;12. CABECERA DEL LLANO;12;CABECERA DEL LLANO;1;2018;DELITOS CONTRA EL PATRIMONIO ECONOMICO
ARTÍCULO 239. HURTO PERSONAS;ARMA BLANCA / CORTOPUNZANTE;CABECERA DEL LLANO;22/10/2018;13:30:00;34;MASCULINO;A PIE;A PIE;VIAS PUBLICAS;ARTÍCULO 239;HURTO PERSONAS;30-34;6;10;22;13:00-13:59;13;lunes;1;12. CABECERA DEL LLANO;12;CABECERA DEL LLANO;1;2018;DELITOS CONTRA EL PATRIMONIO ECONOMICO
ARTÍCULO 239. HURTO PERSONAS;ARMA BLANCA / CORTOPUNZANTE;CABECERA DEL LLANO;22/10/2018;13:30:00;34;MASCULINO;A PIE;A PIE;VIAS PUBLICAS;ARTÍCULO 239;HURTO PERSONAS;30-34;6;10;22;13:00-13:59;13;lunes;1;12. CABECERA DEL LLANO;12;CABECERA DEL LLANO;1;2018;DELITOS CONTRA EL PATRIMONIO ECONOMICO
ARTÍCULO 239. HURTO PERSONAS;ARMA BLANCA / CORTOPUNZANTE;BALCONES DEL KENNEDY;22/10/2018;21:00:00;22;MASCULINO;A PIE;A PIE;VIAS PUBLICAS;ARTÍCULO 239;HURTO PERSONAS;20-24;4;10;22;21:00-21:59;21;lunes;1;01. NORTE;1;NORTE;1;2018;DELITOS CONTRA EL PATRIMONIO ECONOMICO
ARTÍCULO 239. HURTO PERSONAS;ARMA BLANCA / CORTOPUNZANTE;BALCONES DEL KENNEDY;22/10/2018;21:00:00;22;MASCULINO;A PIE;A PIE;VIAS PUBLICAS;ARTÍCULO 239;HURTO PERSONAS;20-24;4;10;22;21:00-21:59;21;lunes;1;01. NORTE;1;NORTE;1;2018;DELITOS CONTRA EL PATRIMONIO ECONOMICO
ARTÍCULO 239. HURTO PERSONAS;ARMA BLANCA / CORTOPUNZANTE;CABECERA DEL LLANO;22/10/2018;13:30:00;34;MASCULINO;A PIE;A PIE;VIAS PUBLICAS;ARTÍCULO 239;HURTO PERSONAS;30-34;6;10;22;13:00-13:59;13;lunes;1;12. CABECERA DEL LLANO;12;CABECERA DEL LLANO;1;2018;DELITOS CONTRA EL PATRIMONIO ECONOMICO
ARTÍCULO 239. HURTO PERSONAS;ARMA BLANCA / CORTOPUNZANTE;CABECERA DEL LLANO;22/10/2018;13:30:00;34;MASCULINO;A PIE;A PIE;VIAS PUBLICAS;ARTÍCULO 239;HURTO PERSONAS;30-34;6;10;22;13:00-13:59;13;lunes;1;12. CABECERA DEL LLANO;12;CABECERA DEL LLANO;1;2018;DELITOS CONTRA EL PATRIMONIO ECONOMICO
ARTÍCULO 239. HURTO PERSONAS;ARMA BLANCA / CORTOPUNZANTE;BALCONES DEL KENNEDY;22/10/2018;21:00:00;22;MASCULINO;A PIE;A PIE;VIAS PUBLICAS;ARTÍCULO 239;HURTO PERSONAS;20-24;4;10;22;21:00-21:59;21;lunes;1;01. NORTE;1;NORTE;1;2018;DELITOS CONTRA EL PATRIMONIO ECONOMICO
ARTÍCULO 239. HURTO PERSONAS;ARMA BLANCA / CORTOPUNZANTE;BALCONES DEL KENNEDY;22/10/2018;21:00:00;22;MASCULINO;A PIE;A PIE;VIAS PUBLICAS;ARTÍCULO 239;HURTO PERSONAS;20-24;4;10;22;21:00-21:59;21;lunes;1;01. NORTE;1;NORTE;1;2018;DELITOS CONTRA EL PATRIMONIO ECONOMICO
ARTÍCULO 239. HURTO PERSONAS;ARMA BLANCA / CORTOPUNZANTE;BALCONES DEL KENNEDY;22/10/2018;21:00:00;22;MASCULINO;A PIE;A PIE;VIAS PUBLICAS;ARTÍCULO 239;HURTO PERSONAS;20-24;4;10;22;21:00-21:59;21;lunes;1;01. NORTE;1;NORTE;1;2018;DELITOS CONTRA EL PATRIMONIO ECONOMICO
ARTÍCULO 239. HURTO PERSONAS;ARMA BLANCA / CORTOPUNZANTE;BALCONES DEL KENNEDY;22/10/2018;21:00:00;22;MASCULINO;A PIE;A PIE;VIAS PUBLICAS;ARTÍCULO 239;HURTO PERSONAS;20-24;4;10;22;21:00-21:59;21;lunes;1;01. NORTE;1;NORTE;1;2018;DELITOS CONTRA EL PATRIMONIO ECONOMICO
ARTÍCULO 239. HURTO PERSONAS;ARMA BLANCA / CORTOPUNZANTE;CABECERA DEL LLANO;22/10/2018;13:30:00;34;MASCULINO;A PIE;A PIE;VIAS PUBLICAS;ARTÍCULO 239;HURTO PERSONAS;30-34;6;10;22;13:00-13:59;13;lunes;1;12. CABECERA DEL LLANO;12;CABECERA DEL LLANO;1;2018;DELITOS CONTRA EL PATRIMONIO ECONOMICO
ARTÍCULO 239. HURTO PERSONAS;ARMA BLANCA / CORTOPUNZANTE;BALCONES DEL KENNEDY;22/10/2018;21:00:00;22;MASCULINO;A PIE;A PIE;VIAS PUBLICAS;ARTÍCULO 239;HURTO PERSONAS;20-24;4;10;22;21:00-21:59;21;lunes;1;01. NORTE;1;NORTE;1;2018;DELITOS CONTRA EL PATRIMONIO ECONOMICO
ARTÍCULO 239. HURTO PERSONAS;ARMA BLANCA / CORTOPUNZANTE;CABECERA DEL LLANO;22/10/2018;13:30:00;34;MASCULINO;A PIE;A PIE;VIAS PUBLICAS;ARTÍCULO 239;HURTO PERSONAS;30-34;6;10;22;13:00-13:59;13;lunes;1;12. CABECERA DEL LLANO;12;CABECERA DEL LLANO;1;2018;DELITOS CONTRA EL PATRIMONIO ECONOMICO
ARTÍCULO 239. HURTO PERSONAS;ARMA BLANCA / CORTOPUNZANTE;CENTRO;30/10/2018;10:30:00;18;MASCULINO;A PIE;A PIE;VIAS PUBLICAS;ARTÍCULO 239;HURTO PERSONAS;15-19;3;10;30;10:00-10:59;10;martes;2;15. CENTRO;15;CENTRO;1;2018;DELITOS CONTRA EL PATRIMONIO ECONOMICO
ARTÍCULO 239. HURTO PERSONAS;ARMA BLANCA / CORTOPUNZANTE;CENTRO;30/10/2018;10:30:00;18;MASCULINO;A PIE;A PIE;VIAS PUBLICAS;ARTÍCULO 239;HURTO PERSONAS;15-19;3;10;30;10:00-10:59;10;martes;2;15. CENTRO;15;CENTRO;1;2018;DELITOS CONTRA EL PATRIMONIO ECONOMICO
ARTÍCULO 239. HURTO PERSONAS;ARMA BLANCA / CORTOPUNZANTE;CENTRO;30/10/2018;10:30:00;18;MASCULINO;A PIE;A PIE;VIAS PUBLICAS;ARTÍCULO 239;HURTO PERSONAS;15-19;3;10;30;10:00-10:59;10;martes;2;15. CENTRO;15;CENTRO;1;2018;DELITOS CONTRA EL PATRIMONIO ECONOMICO
